t_s,x_m,y_m,vx_mps,vy_mps,r_m,E_spec
252.0,6497097.180898396,1906706.9559150422,-2159.0394896480416,7359.735133341642,6771100.589547662,-29392872.139728364
253.0,6494933.974674638,1914065.468234458,-2167.371569089144,7357.284786742911,6771101.383975172,-29392872.139726147
254.0,6492762.437760218,1921421.5254885282,-2175.7008656253834,7354.825004229881,6771102.1814620895,-29392872.139723927
255.0,6490582.572943388,1928775.1182429178,-2184.027368563917,7352.35578896758,6771102.982007392,-29392872.13972169
256.0,6488394.38302309,1936126.2370664633,-2192.3510672155126,7349.877144133166,6771103.785610048,-29392872.139719464
257.0,6486197.870808956,1943474.8725311842,-2200.6719508945607,7347.389072915928,6771104.5922690295,-29392872.139717203
258.0,6483993.039121301,1950821.0152122953,-2208.990008919089,7344.891578517278,6771105.401983299,-29392872.13971494
259.0,6481779.890791118,1958164.655688219,-2217.3052306107775,7342.384664150746,6771106.214751817,-29392872.139712684
260.0,6479558.428660079,1965505.784540597,-2225.617605294969,7339.8683330419835,6771107.030573539,-29392872.139710415
261.0,6477328.655580528,1972844.3923543028,-2233.9271223006867,7337.34258842875,6771107.84944742,-29392872.13970813
262.0,6475090.574415478,1980180.4697174542,-2242.233770960646,7334.8074335609135,6771108.671372407,-29392872.139705833
263.0,6472844.188038606,1987514.0072214245,-2250.537540611267,7332.262871700445,6771109.496347443,-29392872.139703546
264.0,6470589.499334255,1994844.9954608548,-2258.838420592692,7329.7089061214165,6771110.324371472,-29392872.139701232
265.0,6468326.511197422,2002173.4250336671,-2267.1364002487953,7327.145540109992,6771111.155443429,-29392872.13969891
266.0,6466055.2265337575,2009499.286541075,-2275.4314689271996,7324.572776964428,6771111.989562247,-29392872.139696598
267.0,6463775.648259567,2016822.5705875962,-2283.7236159792883,7321.990619995068,6771112.826726856,-29392872.139694247
268.0,6461487.7793018,2024143.2677810653,-2292.01283076022,7319.399072524336,6771113.66693618,-29392872.139691908
269.0,6459191.622598047,2031461.368732645,-2300.2991026289415,7316.7981378867335,6771114.510189139,-29392872.139689554
270.0,6456887.181096543,2038776.8640568387,-2308.582420948203,7314.1878194288365,6771115.356484653,-29392872.139687188
271.0,6454574.457756151,2046089.7443715024,-2316.8627750845703,7311.56812050929,6771116.205821634,-29392872.139684815
272.0,6452253.4555463735,2053400.0002978572,-2325.1401544084397,7308.939044498801,6771117.058198991,-29392872.139682446
273.0,6449924.177447335,2060707.6224605,-2333.4145482940503,7306.300594780141,6771117.91361563,-29392872.13968006
274.0,6447586.626449786,2068012.6014874175,-2341.685946119499,7303.652774748134,6771118.7720704535,-29392872.13967767
275.0,6445240.805555096,2075314.9280099964,-2349.954337266754,7300.995587809657,6771119.633562358,-29392872.139675267
276.0,6442886.717775252,2082614.592663037,-2358.219711121668,7298.3290373836335,6771120.498090237,-29392872.13967286
277.0,6440524.366132852,2089911.5860847638,-2366.4820570739917,7295.653126901028,6771121.365652982,-29392872.139670443
278.0,6438153.753661104,2097205.898916839,-2374.741364517389,7292.967859804846,6771122.2362494785,-29392872.13966802
279.0,6435774.883403817,2104497.5218043732,-2382.9976228494484,7290.273239550123,6771123.109878609,-29392872.13966559
280.0,6433387.758415405,2111786.445395939,-2391.2508214716995,7287.569269603928,6771123.986539251,-29392872.13966314
281.0,6430992.381760874,2119072.6603435813,-2399.500949789624,7284.85595344535,6771124.86623028,-29392872.13966069
282.0,6428588.756515825,2126356.15730283,-2407.7479972126707,7282.1332945655,6771125.748950564,-29392872.139658228
283.0,6426176.885766448,2133636.9269327126,-2415.9919531542696,7279.401296467506,6771126.634698973,-29392872.139655758
284.0,6423756.772609517,2140914.9598957654,-2424.232807031844,7276.659962666503,6771127.523474367,-29392872.139653284
285.0,6421328.420152385,2148190.246858046,-2432.470548266826,7273.909296689636,6771128.415275606,-29392872.1396508
286.0,6418891.831512984,2155462.7784891445,-2440.7051662846684,7271.149302076049,6771129.310101547,-29392872.139648292
287.0,6416447.009819816,2162732.5454621976,-2448.93665051486,7268.379982376885,6771130.207951037,-29392872.139645793
288.0,6413993.958211954,2169999.5384538984,-2457.1649903909383,7265.6013411552785,6771131.108822925,-29392872.139643293
289.0,6411532.679839035,2177263.7481445083,-2465.390175350503,7262.813381986352,6771132.012716056,-29392872.139640767
290.0,6409063.177861253,2184525.165217871,-2473.61219483523,7260.016108457212,6771132.9196292665,-29392872.139638238
291.0,6406585.455449363,2191783.7803614223,-2481.8310382908853,7257.209524166941,6771133.829561393,-29392872.139635716
292.0,6404099.515784671,2199039.5842662044,-2490.046695167338,7254.393632726599,6771134.742511268,-29392872.13963317
293.0,6401605.362059029,2206292.5676268754,-2498.2591549185736,7251.5684377592115,6771135.65847772,-29392872.13963061
294.0,6399102.997474834,2213542.721141723,-2506.4684070027097,7248.73394289977,6771136.577459571,-29392872.13962805
295.0,6396592.425245024,2220790.035512675,-2514.674440882007,7245.890151795227,6771137.499455643,-29392872.139625467
296.0,6394073.648593071,2228034.501445313,-2522.877246022884,7243.037068104487,6771138.424464749,-29392872.139622897
297.0,6391546.670752978,2235276.1096488833,-2531.076811895931,7240.174695498406,6771139.352485704,-29392872.13962032
298.0,6389011.494969279,2242514.8508363096,-2539.273127975923,7237.303037659787,6771140.283517317,-29392872.13961772
299.0,6386468.124497026,2249750.715724203,-2547.466183741835,7234.42209828337,6771141.21755839,-29392872.139615115
300.0,6383916.562601795,2256983.695032876,-2555.6559686768514,7231.5318810758345,6771142.154607728,-29392872.13961249
301.0,6381356.812559673,2264213.7794863544,-2563.842472268385,7228.632389755787,6771143.094664122,-29392872.13960988
302.0,6378788.877657258,2271440.959812388,-2572.025684008086,7225.723628053764,6771144.03772637,-29392872.139607247
303.0,6376212.761191656,2278665.2267424623,-2580.205593391859,7222.805599712219,6771144.983793258,-29392872.139604613
304.0,6373628.466470473,2285886.5710118124,-2588.3821899198742,7219.878308485527,6771145.932863573,-29392872.13960197
305.0,6371035.996811816,2293104.9833594337,-2596.5554630965817,7216.941758139969,6771146.884936095,-29392872.139599327
306.0,6368435.35554428,2300320.454528093,-2604.7254024307254,7213.995952453737,6771147.840009605,-29392872.139596656
307.0,6365826.546006954,2307532.9752643416,-2612.891997435356,7211.040895216922,6771148.798082873,-29392872.139593985
308.0,6363209.57154941,2314742.536318527,-2621.0552376278456,7208.0765902315125,6771149.759154671,-29392872.1395913
309.0,6360584.435531699,2321949.128444805,-2629.215112529899,7205.103041311389,6771150.723223763,-29392872.139588617
310.0,6357951.141324351,2329152.7424011496,-2637.3716116675705,7202.120252282317,6771151.690288913,-29392872.139585916
311.0,6355309.692308364,2336353.368949369,-2645.5247245712735,7199.128226981946,6771152.660348879,-29392872.13958321
312.0,6352660.091875209,2343550.9988551135,-2653.674440775798,7196.126969259802,6771153.633402415,-29392872.139580496
313.0,6350002.343426813,2350745.6228878885,-2661.8207498203205,7193.116482977281,6771154.609448273,-29392872.139577765
314.0,6347336.450375568,2357937.2318210676,-2669.9636412484206,7190.096772007647,6771155.588485197,-29392872.139575038
315.0,6344662.416144316,2365125.8164319037,-2678.103104608092,7187.067840236025,6771156.5705119325,-29392872.139572304
316.0,6341980.244166352,2372311.36750154,-2686.239129451758,7184.029691559399,6771157.555527218,-29392872.13956956
317.0,6339289.937885413,2379493.8758150227,-2694.3717053362834,7180.982329886601,6771158.543529788,-29392872.139566805
318.0,6336591.500755679,2386673.332161313,-2702.5008218229887,7177.925759138312,6771159.534518375,-29392872.13956404
319.0,6333884.936241766,2393849.7273332993,-2710.6264684776634,7174.859983247053,6771160.528491706,-29392872.13956128
320.0,6331170.247818723,2401023.0521278074,-2718.74863487058,7171.785006157182,6771161.525448505,-29392872.139558498
321.0,6328447.438972025,2408193.2973456136,-2726.867310576507,7168.700831824887,6771162.525387492,-29392872.13955571
322.0,6325716.513197571,2415360.453791457,-2734.9824851747217,7165.607464218184,6771163.528307385,-29392872.13955291
323.0,6322977.474001676,2422524.51227405,-2743.094148249025,7162.5049073169075,6771164.534206892,-29392872.139550112
324.0,6320230.324901072,2429685.463606091,-2751.2022893877534,7159.3931651127095,6771165.543084725,-29392872.139547303
325.0,6317475.069422901,2436843.298604276,-2759.306898183794,7156.27224160905,6771166.5549395885,-29392872.13954447
326.0,6314711.711104705,2443998.0080893096,-2767.407964234597,7153.142140821197,6771167.569770182,-29392872.13954165
327.0,6311940.253494431,2451149.582885918,-2775.5054771421883,7150.002866776216,6771168.587575202,-29392872.13953881
328.0,6309160.70015042,2458298.013822862,-2783.5994265131853,7146.854423512969,6771169.608353343,-29392872.13953597
329.0,6306373.054641404,2465443.2917329445,-2791.689801958808,7143.696815082107,6771170.632103295,-29392872.139533117
330.0,6303577.320546502,2472585.4074530266,-2799.7765930948926,7140.530045546064,6771171.6588237425,-29392872.13953025
331.0,6300773.501455215,2479724.351824037,-2807.859789541907,7137.354118979054,6771172.688513368,-29392872.139527373
332.0,6297961.600967418,2486860.1156909848,-2815.9393809249623,7134.169039467064,6771173.721170847,-29392872.139524512
333.0,6295141.6226933645,2493992.689902971,-2824.015356873826,7130.97481110785,6771174.756794858,-29392872.13952162
334.0,6292313.57025367,2501122.0653132005,-2832.0877070229367,7127.77143801093,6771175.795384068,-29392872.13951873
335.0,6289477.447279318,2508248.232778993,-2840.156421011416,7124.558924297581,6771176.836937144,-29392872.139515825
336.0,6286633.257411648,2515371.183161796,-2848.2214884830837,7121.33727410083,6771177.88145275,-29392872.139512915
337.0,6283781.004302352,2522490.9073271947,-2856.2828990864696,7118.106491565452,6771178.928929544,-29392872.139509995
338.0,6280920.691613474,2529607.3961449265,-2864.3406424748273,7114.8665808479645,6771179.979366181,-29392872.139507066
339.0,6278052.323017402,2536720.6404888905,-2872.3947083061475,7111.6175461166185,6771181.032761313,-29392872.13950414
340.0,6275175.902196861,2543830.6312371595,-2880.4450862431718,7108.359391551398,6771182.089113587,-29392872.139501195
341.0,6272291.4328449145,2550937.359271993,-2888.491765953406,7105.092121344011,6771183.148421646,-29392872.139498252
342.0,6269398.918664954,2558040.8154798476,-2896.5347371091316,7101.815739697884,6771184.210684132,-29392872.13949529
343.0,6266498.363370696,2565140.990751389,-2904.573989387423,7098.53025082816,6771185.27589968,-29392872.139492318
344.0,6263589.7706861785,2572237.875981504,-2912.6095124701565,7095.23565896169,6771186.344066923,-29392872.139489345
345.0,6260673.144345756,2579331.4620693126,-2920.6412960440266,7091.931968337028,6771187.4151844885,-29392872.139486343
346.0,6257748.4880940905,2586421.739918178,-2928.669329800558,7088.619183204423,6771188.489251001,-29392872.139483366
347.0,6254815.805686154,2593508.7004357213,-2936.693603436119,7085.297307825822,6771189.566265083,-29392872.139480356
348.0,6251875.1008872185,2600592.3345338297,-2944.714106651935,7081.966346474853,6771190.646225351,-29392872.139477346
349.0,6248926.3774728505,2607672.633128671,-2952.730829154102,7078.626303436828,6771191.729130418,-29392872.139474332
350.0,6245969.63922891,2614749.587140703,-2960.7437606536,7075.277183008733,6771192.814978894,-29392872.139471315
351.0,6243004.889951543,2621823.187494688,-2968.752890866305,7071.918989499226,6771193.903769385,-29392872.13946827
352.0,6240032.133447178,2628893.4251197013,-2976.7582095130033,7068.551727228627,6771194.995500494,-29392872.139465224
353.0,6237051.373532518,2635960.2909491453,-2984.7597063194053,7065.175400528916,6771196.090170817,-29392872.139462173
354.0,6234062.614034539,2643023.7759207594,-2992.757371016158,7061.790013743725,6771197.187778952,-29392872.139459103
355.0,6231065.858790485,2650083.870976633,-3000.7511933388573,7058.395571228332,6771198.288323485,-29392872.139456045
356.0,6228061.111647861,2657140.567063216,-3008.7411630280635,7054.9920773496615,6771199.391803008,-29392872.139452968
357.0,6225048.376464428,2664193.8551313323,-3016.7272698293127,7051.579536486269,6771200.498216101,-29392872.139449887
358.0,6222027.657108202,2671243.726136189,-3024.7095034931313,7048.1579530283425,6771201.607561344,-29392872.13944679
359.0,6218998.957457442,2678290.1710373894,-3032.687853775047,7044.727331377694,6771202.7198373135,-29392872.139443703
360.0,6215962.281400652,2685333.1807989446,-3040.6623104356054,7041.287675947755,6771203.835042583,-29392872.139440577
361.0,6212917.632836571,2692372.746389285,-3048.63286324038,7037.838991163569,6771204.953175717,-29392872.139437463
362.0,6209865.015674171,2699408.858781272,-3056.5995019599877,7034.381281461787,6771206.074235282,-29392872.13943435
363.0,6206804.433832651,2706441.508952209,-3064.5622163701005,7030.9145512906625,6771207.1982198395,-29392872.139431212
364.0,6203735.89124143,2713470.6878838534,-3072.520996251459,7027.438805110045,6771208.325127944,-29392872.139428075
365.0,6200659.391840148,2720496.386562429,-3080.4758313898865,7023.954047391372,6771209.454958151,-29392872.139424928
366.0,6197574.939578651,2727518.595978636,-3088.4267115763014,7020.460282617666,6771210.58770901,-29392872.139421765
367.0,6194482.538416996,2734537.307127664,-3096.37362660673,7016.957515283529,6771211.723379064,-29392872.139418602
368.0,6191382.192325438,2741552.511009203,-3104.3165662823203,7013.445749895132,6771212.861966859,-29392872.139415417
369.0,6188273.905284432,2748564.198627454,-3112.2555204093555,7009.924990970218,6771214.003470929,-29392872.139412243
370.0,6185157.68128462,2755572.360991143,-3120.190478799266,7006.395243038085,6771215.147889812,-29392872.139409043
371.0,6182033.524326834,2762576.98911353,-3128.1214312686434,7002.85651063959,6771216.295222036,-29392872.139405847
372.0,6178901.438422083,2769578.0740124225,-3136.0483676392532,6999.308798327137,6771217.445466128,-29392872.139402654
373.0,6175761.427591555,2776575.606710185,-3143.9712777380482,6995.752110664674,6771218.598620614,-29392872.13939943
374.0,6172613.495866607,2783569.578233752,-3151.890151397182,6992.186452227683,6771219.754684011,-29392872.1393962
375.0,6169457.64728876,2790559.97961464,-3159.804978454021,6988.61182760318,6771220.913654836,-29392872.139392972
376.0,6166293.885909698,2797546.801888958,-3167.715748751158,6985.028241389707,6771222.075531599,-29392872.139389746
377.0,6163122.215791257,2804530.0360974194,-3175.6224521364265,6981.4356981973215,6771223.240312811,-29392872.1393865
378.0,6159942.641005425,2811509.6732853525,-3183.525078462912,6977.834202647597,6771224.407996976,-29392872.13938325
379.0,6156755.165634331,2818485.7045027143,-3191.4236175889655,6974.223759373612,6771225.578582594,-29392872.13937998
380.0,6153559.793770246,2825458.1208041,-3199.3180593782176,6970.604373019947,6771226.752068162,-29392872.139376722
